ep,kind,rep_of,t_plus_s,t_minus_s,w_b_rpm,duty,period_s,w_hi_rpm,r_last,X_last,P_last_W,r_mean,X_mean,X_blocks,r_blocks,wall_min,worker,status
39,init,-1,2.4832371626967498,3.28500816852422,300.0,0.4305013084752276,5.768245331220969,628.2056767043845,0.24604379091238102,0.36047094570751115,3.6548033241564566,0.24214414745312168,0.3565713022482521,0.344935;0.356718;0.359672;0.361061;0.360471,0.230508;0.242291;0.245245;0.246634;0.246044,199.54860750039418,worker_39,ok
31,init,-1,2.719591269531122,1.54709881609953,300.0,0.6374007052188193,4.266690085630652,466.5138771147185,0.2647528285220877,0.3802576408632735,3.689223706177475,0.25866327440673165,0.3741680867479175,0.352701;0.375984;0.381562;0.380335;0.380258,0.237196;0.260479;0.266058;0.264830;0.264753,199.867442214489,worker_31,ok
20,init,-1,3.8776748658428564,2.4899381789188775,300.0,0.6089683588786531,6.367613044761734,486.2004196095702,0.25968838628144775,0.37490706291827997,3.6800845317804223,0.2548840674637904,0.3701027441006226,0.348568;0.376113;0.375001;0.375924;0.374907,0.233349;0.260895;0.259782;0.260706;0.259688,200.00915232896804,worker_20,ok
17,init,-1,3.4812136663926068,4.405261568922083,300.0,0.44141565940689825,7.886475235314689,609.9719857541808,0.23838508009037074,0.35313125947228546,3.664992969458357,0.2351538609815102,0.349900040363425,0.341224;0.350442;0.352236;0.352467;0.353131,0.226478;0.235696;0.237490;0.237721;0.238385,200.16216873327892,worker_17,ok
18,init,-1,3.560196778007994,1.872680647320961,300.0,0.655305927096713,5.432877425328955,438.209059147568,0.2705394505930324,0.38580081048968,3.6814478350989255,0.26391016071366974,0.3791715206103171,0.357552;0.381203;0.385397;0.385905;0.385801,0.242290;0.265942;0.270135;0.270644;0.270539,200.21387618780136,worker_18,ok
42,init,-1,2.649683671363827,2.663378383433466,300.0,0.4987112222736723,5.313062054797293,588.7510791350464,0.24599878756657195,0.3605293321907766,3.658105595297097,0.24142952007406643,0.355960064698271,0.338761;0.355971;0.364902;0.359637;0.360529,0.224231;0.241440;0.250371;0.245106;0.245999,200.77418606281282,worker_42,ok
38,init,-1,1.547211899422027,2.030302464729978,300.0,0.43248237237721615,3.577514364152005,661.5008559955155,0.25176428263954,0.3671712368551668,3.68609811764712,0.2462128618739178,0.36161981608954463,0.347451;0.360980;0.365586;0.366911;0.367171,0.232044;0.245573;0.250179;0.251504;0.251764,201.9560325662295,worker_38,ok
41,init,-1,4.5051259087177815,3.0603769201540705,300.0,0.5954826811411786,7.5655028288718515,463.7030659828535,0.26410069606719044,0.37934599963325893,3.680934995900227,0.25633576214092413,0.37158106570699256,0.345815;0.379063;0.373962;0.379720;0.379346,0.230570;0.263818;0.258717;0.264474;0.264101,202.08530793190002,worker_41,ok
43,init,-1,4.284159520417706,4.853699779034103,300.0,0.4688362317719992,9.137859299451808,606.8823842226038,0.23767937498242853,0.3518431770951219,3.646391839479427,0.2359580317296957,0.3501218338423892,0.340671;0.351522;0.352664;0.353909;0.351843,0.226507;0.237358;0.238500;0.239745;0.237679,202.2303893605868,worker_43,ok
16,init,-1,2.8271363364956916,4.31873339836093,300.0,0.39563222412315874,7.145869734856621,689.7023282677462,0.2421307298613178,0.356283539320197,3.646040734116602,0.23920127481635256,0.35335408427523174,0.343345;0.354572;0.355091;0.357478;0.356284,0.229193;0.240420;0.240939;0.243325;0.242131,209.29511141777039,worker_16,ok
21,init,-1,1.1464862105819118,1.7455434568805648,300.0,0.39642961601699656,2.8920296674624764,755.8967561360556,0.2489742638423061,0.3643299466713525,3.6844605095597425,0.24536239922806663,0.36071808205711337,0.346125;0.357887;0.367897;0.367351;0.364330,0.230770;0.242531;0.252542;0.251995;0.248974,211.04353689750036,worker_21,ok
30,init,-1,1.8482703194531784,3.6863147012531017,300.0,0.3339492143563307,5.53458502070628,843.9504437997667,0.22847416243373114,0.3429254069868272,3.6555727510258893,0.23543593080767017,0.3498871753607661,0.343539;0.352960;0.354370;0.355641;0.342925,0.229088;0.238508;0.239919;0.241190;0.228474,216.1943680047989,worker_30,ok
33,init,-1,2.3105620385946617,4.595934765894343,300.0,0.3345490635850102,6.906496804489005,843.8703441480725,0.2334037020177377,0.3475722376664565,3.6465430286200786,0.23133431142661812,0.345502847075337,0.342853;0.348722;0.348322;0.340045;0.347572,0.228685;0.234554;0.234153;0.225876;0.233404,221.33096304734548,worker_33,ok
11,init,-1,1.3710899286816554,3.5501572421139924,300.0,0.278606190889612,4.921247170795648,948.014507243426,0.23182123587707737,0.3468336629573834,3.673496920944974,0.23058803192143845,0.3456004590017436,0.339082;0.346122;0.343869;0.352095;0.346834,0.224070;0.231110;0.228857;0.237083;0.231821,222.8246611436208,worker_11,ok
8,init,-1,1.4619917288399056,3.6799902881479802,300.0,0.2843245511185828,5.141982016987885,1025.6891018452156,0.22912623864118373,0.3455479781953301,3.718510361359436,0.22738942317436242,0.34381116272850826,0.336424;0.345760;0.342604;0.348720;0.345548,0.220003;0.229338;0.226182;0.232298;0.229126,227.59222195943195,worker_08,ok
9,init,-1,2.0668522636865694,4.607198198021759,300.0,0.30968484214270176,6.674050461708329,943.3211532689791,0.2289432798963003,0.34322433295634,3.6501368347376664,0.22964144140006817,0.3439224944601077,0.340864;0.344542;0.346864;0.344119;0.343224,0.226583;0.230260;0.232582;0.229838;0.228943,227.96066995461783,worker_09,ok
22,init,-1,1.093713089684715,2.965649264160814,300.0,0.26942977599637413,4.059362353845529,1018.6351491037311,0.2427619244640044,0.3585275791038311,3.6975550091960647,0.23592202623022523,0.3516876808700527,0.338254;0.351137;0.354526;0.355993;0.358528,0.222489;0.235372;0.238760;0.240228;0.242762,229.51735084056855,worker_22,ok
10,init,-1,1.286472456862535,3.403110538190207,300.0,0.27432555479233317,4.689582995052742,1010.338614174698,0.23813808931443484,0.3534123742158255,3.6818606597504178,0.23424448455597982,0.3495187694573715,0.339649;0.349868;0.350393;0.354271;0.353412,0.224374;0.234594;0.235119;0.238997;0.238138,231.7962358355522,worker_10,ok
36,init,-1,1.7423180316909905,4.877196053785145,300.0,0.2632093548246702,6.619514085476135,1118.9547208814477,0.22758355192936697,0.3422487331154438,3.662405887083294,0.2246069819104294,0.33927216309650615,0.333756;0.341425;0.339982;0.338948;0.342249,0.219091;0.226760;0.225317;0.224283;0.227584,234.89492131471633,worker_36,ok
5,init,-1,1.0,4.0,300.0,0.2,5.0,1298.7856565216982,0.2234644484415205,0.3419330484876934,3.783887085474763,0.2208089438971153,0.3392775439432877,0.329893;0.340305;0.342758;0.341499;0.341933,0.211424;0.221837;0.224289;0.223030;0.223464,244.19609289566677,worker_05,ok
50,bo,-1,1.0,0.1,300.0,0.9090909090909091,1.1,329.10302759971887,0.2806264733542481,0.3982373457123716,3.7564912631184653,0.2733971944054943,0.39100806676361816,0.365795;0.394358;0.397913;0.398736;0.398237,0.248184;0.276748;0.280302;0.281125;0.280626,188.56145055691402,worker_24,ok
44,bo,-1,1.9034777136692975,0.6227735291764175,300.0,0.7534791794996252,2.526251242845715,394.4597150013335,0.27825341396867725,0.39450154553657385,3.7129653222786176,0.26902168313840813,0.3852698147063051,0.355894;0.387772;0.394469;0.393713;0.394502,0.239645;0.271524;0.278221;0.277465;0.278253,197.08635890086492,worker_23,ok
53,bo,-1,4.010508293117917,0.4637260554967393,300.0,0.8963563328683664,4.474234348614656,329.3653134025154,0.2894671107734141,0.4062446295225743,3.7298739488481765,0.2832758227612616,0.4000533415104218,0.372457;0.403305;0.411118;0.407143;0.406245,0.255679;0.286527;0.294340;0.290365;0.289467,191.8928331096967,worker_27,ok
51,bo,-1,4.849546186658911,0.5247029796481328,300.0,0.9023672026712736,5.3742491663070435,326.3357415923866,0.292801269193225,0.4095797262074346,3.7299039170338535,0.2836646545690181,0.40044311158322776,0.369805;0.404036;0.409150;0.409645;0.409580,0.253026;0.287257;0.292372;0.292867;0.292801,194.06727131207785,worker_01,ok
49,bo,-1,1.08,0.0,300.0,1.0,1.08,300.0,0.24415592173933398,0.36126206988859016,3.7403703718872428,0.24334291939401984,0.3604490675432761,0.358216;0.360538;0.361027;0.361201;0.361262,0.241110;0.243432;0.243921;0.244095;0.244156,194.57718208233516,worker_15,ok
58,bo,-1,4.557334664804662,0.36802601755059894,300.0,0.9252793772303773,4.925360682355261,322.8440543083348,0.29056811916049125,0.4074487012142568,3.7331657907972726,0.2819073039374625,0.3987878859912281,0.369242;0.402563;0.407209;0.407477;0.407449,0.252361;0.285682;0.290328;0.290597;0.290568,192.49140739043554,worker_19,ok
59,bo,-1,4.5373843889948535,0.27581093356532305,300.0,0.9426969164802943,4.813195322560176,316.7985042389107,0.27876520450105635,0.3957491437244237,3.7364670187943534,0.2722259863529296,0.38920992557629697,0.366984;0.392367;0.395276;0.395674;0.395749,0.250000;0.275383;0.278292;0.278690;0.278765,192.38095697959264,worker_07,ok
47,bo,-1,1.0,0.2,300.0,0.8333333333333334,1.2,357.7813396692379,0.29200128559671495,0.409222987826586,3.7440611692220815,0.2819737827218266,0.3991954849516976,0.367488;0.404236;0.406935;0.408096;0.409223,0.250266;0.287014;0.289713;0.290874;0.292001,195.94826543331146,worker_25,ok
57,bo,-1,4.554956066736625,0.050336712362810676,300.0,0.9890698127616863,4.605292779099436,302.93068039904506,0.24424189954599995,0.3614739676576852,3.7443922554872273,0.24202145649099432,0.3592535246026797,0.351567;0.360556;0.361168;0.361503;0.361474,0.234335;0.243324;0.243935;0.244271;0.244242,193.91531256039937,worker_00,ok
48,bo,-1,1.0,0.0,300.0,1.0,1.0,300.0,0.24415592173933398,0.36126206988859016,3.7403703718872428,0.24334291939401984,0.3604490675432761,0.358216;0.360538;0.361027;0.361201;0.361262,0.241110;0.243432;0.243921;0.244095;0.244156,195.92470685243606,worker_35,ok
56,bo,-1,4.391510206040609,0.4312715634684372,300.0,0.9105761811170776,4.822781769509046,327.1242100402548,0.28892757109555584,0.40574491074599667,3.7311458284350802,0.281715953619455,0.3985332932698958,0.370314;0.404959;0.407977;0.403672;0.405745,0.253497;0.288141;0.291159;0.286854;0.288928,194.4182276884715,worker_04,ok
60,bo,-1,4.566873960789657,0.177641182930523,300.0,0.9625586224199014,4.74451514372018,310.6095734836146,0.28453393108396247,0.40162467435397087,3.7398783400440685,0.2771505779683944,0.3942413212384027,0.369132;0.397890;0.401134;0.401426;0.401625,0.252041;0.280799;0.284043;0.284335;0.284534,193.452652323246,worker_26,ok
52,bo,-1,4.934918190571459,0.46958730175993113,300.0,0.9131118837003233,5.40450549233139,323.3544405618437,0.2927428679281924,0.40956319638332656,3.7312412908569854,0.28437665004876733,0.40119697850390157,0.370062;0.407295;0.408815;0.410250;0.409563,0.253242;0.290475;0.291995;0.293429;0.292743,195.88691826264065,worker_12,ok
62,bo,-1,3.690543484061155,0.2984693111574377,300.0,0.9251771487132866,3.989012795218593,322.1846928586878,0.28297434819114453,0.39992595787842417,3.7354344134117112,0.27760470480483124,0.3945563144921109,0.373351;0.399871;0.399754;0.399881;0.399926,0.256399;0.282919;0.282802;0.282929;0.282974,192.86224830547968,worker_32,ok
55,bo,-1,4.309634515194162,0.48062953949252807,300.0,0.8996653349365384,4.79026405468669,330.54421018545656,0.29178343445397026,0.40853448828511496,3.729028659366762,0.2837179988328,0.40046905266394467,0.371855;0.406226;0.407921;0.407808;0.408534,0.255104;0.289475;0.291170;0.291056;0.291783,195.53080450693767,worker_40,ok
54,bo,-1,4.098772375152574,0.4509275396790857,300.0,0.9008885095456302,4.54969991483166,328.478073681604,0.29438887537932273,0.41117650896142066,3.730197016612208,0.2847418200347789,0.4015294536168768,0.370802;0.405030;0.411376;0.409263;0.411177,0.254015;0.288242;0.294588;0.292475;0.294389,196.276951110363,worker_02,ok
61,bo,-1,4.560042769322314,0.44537128249067637,300.0,0.9110220897051744,5.0054140518129895,328.096393901735,0.2980258155531035,0.4148179503223969,3.7303407845312315,0.28683124168643925,0.403623376455733,0.369469;0.409660;0.411772;0.412398;0.414818,0.252677;0.292868;0.294979;0.295606;0.298026,194.17981690963109,worker_37,ok
65,bo,-1,3.88,0.3,300.0,0.9282296650717704,4.18,322.3102333519238,0.28342244345305345,0.4003536443948376,3.7347825580805862,0.2771313332232331,0.39406253416501724,0.371443;0.398089;0.400090;0.400338;0.400354,0.254511;0.281157;0.283159;0.283407;0.283422,193.21585926612218,worker_28,ok
64,bo,-1,3.62562178991592,0.24069752898298713,300.0,0.9377450466115314,3.866319318898907,317.63900182139616,0.28260688931873246,0.3996282069092852,3.7376608838422545,0.27633789740569625,0.3933592149962488,0.368415;0.399261;0.399817;0.399674;0.399628,0.251394;0.282240;0.282796;0.282653;0.282607,193.9683466434479,worker_13,ok
46,bo,-1,3.2163620086930713,4.0485538795638885,300.0,0.44272529209760186,7.26491588825696,606.2697821837039,0.24185658872880622,0.35616678867718415,3.6510677863511916,0.23788907637346773,0.35219927632184567,0.338508;0.354188;0.357022;0.355111;0.356167,0.224198;0.239878;0.242712;0.240801;0.241857,200.0170074780782,worker_03,ok
63,bo,-1,3.7816363758913045,0.24520511554417035,300.0,0.9391073336098064,4.026841491435475,317.98853480812653,0.2827035922320128,0.3997016472984569,3.736917878822226,0.2765387517252905,0.39353680679173475,0.369720;0.398537;0.399855;0.399870;0.399702,0.252722;0.281539;0.282857;0.282872;0.282704,194.7762155453364,worker_06,ok
68,bo,-1,4.24870426702628,0.4215951408628188,300.0,0.9097284554924556,4.670299407889099,326.4605943775959,0.2881222234801326,0.4049437586455282,3.731279833182735,0.2826612361843108,0.39948277134970633,0.372830;0.406794;0.406262;0.406585;0.404944,0.256008;0.289972;0.289440;0.289763;0.288122,193.11039617061616,worker_39,ok
66,bo,-1,3.703561450591423,0.20500662908509049,300.0,0.9475494286127268,3.908568079676513,314.8937409249935,0.2875174667782028,0.40457728553869876,3.738890611210242,0.27896511206727737,0.39602493082777335,0.368139;0.399091;0.403827;0.404490;0.404577,0.251079;0.282031;0.286767;0.287430;0.287517,193.32039713462194,worker_29,ok
67,bo,-1,3.808570377659361,0.3200544201114369,300.0,0.9224791702350268,4.128624797770798,323.90918122893174,0.2824078431033098,0.3993112062748527,3.7338934196990814,0.2776309221784993,0.3945342853500423,0.375317;0.399579;0.399245;0.399219;0.399311,0.258414;0.282676;0.282342;0.282315;0.282408,193.9083631157875,worker_34,ok
71,bo,-1,3.48,0.3,300.0,0.9206349206349207,3.78,322.3083521614076,0.28332201504316823,0.40025482635204895,3.73483399320565,0.2772763674532892,0.3942091787621699,0.372442;0.398237;0.399936;0.400176;0.400255,0.255509;0.281305;0.283003;0.283243;0.283322,193.54326719840367,worker_17,ok
69,bo,-1,3.9367002666428994,0.33863984003884406,300.0,0.9207923038661653,4.275340106681743,325.4250942171895,0.2815662225454189,0.39845021355617727,3.733274672883623,0.275129908083262,0.3920138990940204,0.369342;0.395617;0.398232;0.398428;0.398450,0.252458;0.278733;0.281348;0.281544;0.281566,194.12712314128876,worker_31,ok
73,bo,-1,3.56,0.3,300.0,0.922279792746114,3.86,322.3081811451766,0.2829423416564706,0.39987460529985647,3.734816500769746,0.2772255706068597,0.39415783425024575,0.372336;0.398863;0.399724;0.399992;0.399875,0.255403;0.281930;0.282792;0.283060;0.282942,193.73231149117152,worker_42,ok
